create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (454, 'vDToD', 942.21, 'cat4');
insert into compositetest values (455, 'cmCvO', 87.33, 'cat5');
insert into compositetest values (456, 'MNNdV', 900.77, 'cat6');
insert into compositetest values (457, 'QGLFs', 234.02, 'cat7');
insert into compositetest values (458, 'ktJUb', 51.71, 'cat8');
insert into compositetest values (459, 'kZzPB', 466.0, 'cat9');
insert into compositetest values (460, 'jOkAv', 751.57, 'cat0');
insert into compositetest values (461, 'NKjwg', 973.1, 'cat1');
insert into compositetest values (462, 'PxrEL', 556.13, 'cat2');
insert into compositetest values (463, 'XWBnX', 641.73, 'cat3');
insert into compositetest values (464, 'GzxTM', 778.01, 'cat4');
insert into compositetest values (465, 'EMZSK', 793.26, 'cat5');
insert into compositetest values (466, 'gAtWf', 254.38, 'cat6');
insert into compositetest values (467, 'yMSdg', 264.61, 'cat7');
insert into compositetest values (468, 'MBLZb', 100.56, 'cat8');
insert into compositetest values (469, 'uSrqZ', 312.32, 'cat9');
insert into compositetest values (470, 'KakAO', 570.0, 'cat0');
insert into compositetest values (471, 'xZrWO', 555.75, 'cat1');
insert into compositetest values (472, 'EtTGm', 935.17, 'cat2');
insert into compositetest values (473, 'ERDWh', 303.25, 'cat3');
insert into compositetest values (474, 'KUIWs', 113.82, 'cat4');
insert into compositetest values (475, 'GKigK', 566.25, 'cat5');
insert into compositetest values (476, 'XPRkY', 837.66, 'cat6');
insert into compositetest values (477, 'sSqks', 805.2, 'cat7');
insert into compositetest values (478, 'xGGRi', 908.97, 'cat8');
insert into compositetest values (479, 'JOXXz', 828.92, 'cat9');
insert into compositetest values (480, 'kOiAz', 372.19, 'cat0');
insert into compositetest values (481, 'yKEte', 395.74, 'cat1');
insert into compositetest values (482, 'pGqnw', 816.35, 'cat2');
insert into compositetest values (483, 'IeOSg', 641.16, 'cat3');
insert into compositetest values (484, 'yWSze', 392.39, 'cat4');
insert into compositetest values (485, 'EqCRj', 727.75, 'cat5');
insert into compositetest values (486, 'vYovn', 195.99, 'cat6');
insert into compositetest values (487, 'Dtzvv', 933.71, 'cat7');
insert into compositetest values (488, 'oQXBz', 744.77, 'cat8');
insert into compositetest values (489, 'IMGTU', 998.07, 'cat9');
insert into compositetest values (490, 'RRfhB', 369.97, 'cat0');
insert into compositetest values (491, 'mszQD', 960.41, 'cat1');
insert into compositetest values (492, 'jEgBU', 929.88, 'cat2');
insert into compositetest values (493, 'Ubxrg', 568.25, 'cat3');
insert into compositetest values (494, 'FyQtp', 825.59, 'cat4');
insert into compositetest values (495, 'ZIOTm', 573.12, 'cat5');
insert into compositetest values (496, 'hRwPu', 401.06, 'cat6');
insert into compositetest values (497, 'CzkFY', 600.43, 'cat7');
insert into compositetest values (498, 'NNdCf', 795.84, 'cat8');
insert into compositetest values (499, 'UJOVG', 685.74, 'cat9');
insert into compositetest values (500, 'Vjxwx', 122.33, 'cat0');
insert into compositetest values (501, 'DVmIF', 553.73, 'cat1');
insert into compositetest values (502, 'GEPew', 434.69, 'cat2');
insert into compositetest values (503, 'ErsJZ', 783.16, 'cat3');
insert into compositetest values (504, 'raxFE', 89.45, 'cat4');
insert into compositetest values (505, 'aBsWT', 961.67, 'cat5');
insert into compositetest values (506, 'gCIVp', 982.63, 'cat6');
insert into compositetest values (507, 'MwvWb', 110.81, 'cat7');
insert into compositetest values (508, 'QRckR', 990.88, 'cat8');
insert into compositetest values (509, 'JyALK', 778.14, 'cat9');
insert into compositetest values (510, 'eDGWX', 870.06, 'cat0');
insert into compositetest values (511, 'UCffR', 955.34, 'cat1');
insert into compositetest values (512, 'LfFdn', 748.32, 'cat2');
insert into compositetest values (513, 'xwxxO', 425.4, 'cat3');
insert into compositetest values (514, 'IzKIP', 737.14, 'cat4');
insert into compositetest values (515, 'oVbrO', 780.16, 'cat5');
insert into compositetest values (516, 'UMZRw', 737.69, 'cat6');
insert into compositetest values (517, 'bsncD', 739.5, 'cat7');
insert into compositetest values (518, 'bCaGE', 586.2, 'cat8');
insert into compositetest values (519, 'iKyuu', 795.54, 'cat9');
insert into compositetest values (520, 'ZEckl', 204.94, 'cat0');
insert into compositetest values (521, 'fdTGf', 690.64, 'cat1');
insert into compositetest values (522, 'dQaum', 503.39, 'cat2');
insert into compositetest values (523, 'Tibhn', 849.24, 'cat3');
insert into compositetest values (524, 'hnWSv', 858.02, 'cat4');
insert into compositetest values (525, 'gtJkn', 591.43, 'cat5');
insert into compositetest values (526, 'RlJCV', 267.6, 'cat6');
insert into compositetest values (527, 'GfmYt', 451.24, 'cat7');
insert into compositetest values (528, 'ePsla', 381.01, 'cat8');
insert into compositetest values (529, 'Capjp', 339.73, 'cat9');
insert into compositetest values (530, 'IeEme', 883.71, 'cat0');
insert into compositetest values (531, 'jwUXP', 64.89, 'cat1');
insert into compositetest values (532, 'YdFTS', 666.3, 'cat2');
insert into compositetest values (533, 'ksxxb', 823.76, 'cat3');
insert into compositetest values (534, 'NntvX', 878.36, 'cat4');
insert into compositetest values (535, 'VbFlW', 713.62, 'cat5');
insert into compositetest values (536, 'XQsYj', 995.95, 'cat6');
insert into compositetest values (537, 'ZbRFC', 20.85, 'cat7');
insert into compositetest values (538, 'EHuee', 839.97, 'cat8');
insert into compositetest values (539, 'lIhLy', 685.68, 'cat9');
insert into compositetest values (540, 'MHGUv', 533.05, 'cat0');
insert into compositetest values (541, 'GddHB', 560.6, 'cat1');
insert into compositetest values (542, 'XFTFH', 73.17, 'cat2');
insert into compositetest values (543, 'DOFpd', 958.14, 'cat3');
insert into compositetest values (544, 'UYzNV', 955.54, 'cat4');
insert into compositetest values (545, 'ygAjw', 279.98, 'cat5');
insert into compositetest values (546, 'nBYeF', 835.85, 'cat6');
insert into compositetest values (547, 'QROPR', 140.54, 'cat7');
insert into compositetest values (548, 'uoHfr', 357.11, 'cat8');
insert into compositetest values (549, 'XdpaF', 247.82, 'cat9');
insert into compositetest values (550, 'ULtEx', 828.65, 'cat0');
insert into compositetest values (551, 'HmsLH', 391.46, 'cat1');
insert into compositetest values (552, 'AUGoL', 826.62, 'cat2');
insert into compositetest values (553, 'gCMbw', 725.55, 'cat3');
insert into compositetest values (554, 'OAFpW', 20.3, 'cat4');
insert into compositetest values (555, 'fptvf', 192.24, 'cat5');
insert into compositetest values (556, 'OLxez', 738.96, 'cat6');
insert into compositetest values (557, 'IyIIQ', 130.98, 'cat7');
insert into compositetest values (558, 'QFbjg', 183.22, 'cat8');
insert into compositetest values (559, 'eLWlF', 23.87, 'cat9');
insert into compositetest values (560, 'fFAps', 953.87, 'cat0');
insert into compositetest values (561, 'jmIpO', 323.78, 'cat1');
insert into compositetest values (562, 'fplml', 877.77, 'cat2');
insert into compositetest values (563, 'cQtJh', 837.79, 'cat3');
insert into compositetest values (564, 'JSeEA', 32.12, 'cat4');
insert into compositetest values (565, 'ybVCe', 289.29, 'cat5');
insert into compositetest values (566, 'IukEo', 427.56, 'cat6');
insert into compositetest values (567, 'maAcX', 157.17, 'cat7');
insert into compositetest values (568, 'QYnPz', 751.59, 'cat8');
insert into compositetest values (569, 'khZgi', 508.17, 'cat9');
insert into compositetest values (570, 'XCUsU', 914.03, 'cat0');
insert into compositetest values (571, 'WxCUz', 362.7, 'cat1');
insert into compositetest values (572, 'Cprop', 96.83, 'cat2');
insert into compositetest values (573, 'OiYLO', 956.48, 'cat3');
insert into compositetest values (574, 'ehaVI', 304.6, 'cat4');
insert into compositetest values (575, 'AKpXf', 712.73, 'cat5');
insert into compositetest values (576, 'oakwF', 603.08, 'cat6');
insert into compositetest values (577, 'XygBl', 117.99, 'cat7');
insert into compositetest values (578, 'JnkDr', 927.33, 'cat8');
insert into compositetest values (579, 'tGDPl', 953.49, 'cat9');
insert into compositetest values (580, 'ABNPu', 317.42, 'cat0');
insert into compositetest values (581, 'yeiGB', 693.32, 'cat1');
insert into compositetest values (582, 'pjZsd', 293.46, 'cat2');
insert into compositetest values (583, 'MwPNh', 338.56, 'cat3');
insert into compositetest values (584, 'XXBMr', 157.24, 'cat4');
insert into compositetest values (585, 'dIJIc', 911.8, 'cat5');
insert into compositetest values (586, 'xTKxc', 199.56, 'cat6');
insert into compositetest values (587, 'FJwPr', 403.11, 'cat7');
insert into compositetest values (588, 'FoAWy', 674.36, 'cat8');
insert into compositetest values (589, 'PxnYi', 424.13, 'cat9');
insert into compositetest values (590, 'ywgUw', 489.57, 'cat0');
insert into compositetest values (591, 'Rtbbw', 338.14, 'cat1');
insert into compositetest values (592, 'Rixnm', 51.05, 'cat2');
insert into compositetest values (593, 'gXKoF', 31.09, 'cat3');
insert into compositetest values (594, 'ZeUVy', 242.13, 'cat4');
insert into compositetest values (595, 'WNLdM', 81.83, 'cat5');
insert into compositetest values (596, 'MoFfJ', 244.56, 'cat6');
insert into compositetest values (597, 'UAZhk', 969.75, 'cat7');
insert into compositetest values (598, 'eEksm', 898.42, 'cat8');
insert into compositetest values (599, 'lDOtw', 436.53, 'cat9');
insert into compositetest values (600, 'xSRRO', 121.38, 'cat0');
insert into compositetest values (601, 'BQobP', 780.62, 'cat1');
insert into compositetest values (602, 'WAgDv', 16.17, 'cat2');
insert into compositetest values (603, 'hXwra', 929.9, 'cat3');
insert into compositetest values (604, 'QIijR', 227.12, 'cat4');
insert into compositetest values (605, 'GiKTb', 482.42, 'cat5');
insert into compositetest values (606, 'bljBd', 932.58, 'cat6');
insert into compositetest values (607, 'FQSbL', 589.83, 'cat7');
insert into compositetest values (608, 'CIJSo', 606.21, 'cat8');
insert into compositetest values (609, 'SlJVG', 99.63, 'cat9');
insert into compositetest values (610, 'khCHu', 18.38, 'cat0');
insert into compositetest values (611, 'fuqTE', 70.6, 'cat1');
insert into compositetest values (612, 'mqxVv', 27.41, 'cat2');
insert into compositetest values (613, 'MbRxT', 469.37, 'cat3');
insert into compositetest values (614, 'mndxp', 970.69, 'cat4');
insert into compositetest values (615, 'yHNfv', 197.45, 'cat5');
insert into compositetest values (616, 'bVYXK', 842.98, 'cat6');
insert into compositetest values (617, 'iziqW', 79.21, 'cat7');
insert into compositetest values (618, 'cmzJk', 554.28, 'cat8');
insert into compositetest values (619, 'GVtNX', 313.89, 'cat9');
insert into compositetest values (620, 'ZUjpE', 863.86, 'cat0');
insert into compositetest values (621, 'QQCGJ', 520.74, 'cat1');
insert into compositetest values (622, 'JVkXg', 215.9, 'cat2');
insert into compositetest values (623, 'dsGVI', 786.02, 'cat3');
insert into compositetest values (624, 'Qxmiu', 436.44, 'cat4');
insert into compositetest values (625, 'nANzv', 265.25, 'cat5');
insert into compositetest values (626, 'EmgPP', 10.38, 'cat6');
insert into compositetest values (627, 'eSpQP', 920.35, 'cat7');
insert into compositetest values (628, 'sccAX', 828.37, 'cat8');
insert into compositetest values (629, 'JCzAa', 187.99, 'cat9');
insert into compositetest values (630, 'qIXYp', 511.79, 'cat0');
insert into compositetest values (631, 'zKOdT', 741.35, 'cat1');
insert into compositetest values (632, 'DdMtU', 76.32, 'cat2');
insert into compositetest values (633, 'iQDJU', 137.07, 'cat3');
insert into compositetest values (634, 'HBASs', 664.53, 'cat4');
insert into compositetest values (635, 'QZcjT', 874.48, 'cat5');
insert into compositetest values (636, 'GZIam', 162.09, 'cat6');
insert into compositetest values (637, 'nebRV', 138.3, 'cat7');
insert into compositetest values (638, 'pILZd', 41.51, 'cat8');
insert into compositetest values (639, 'ZOjiq', 860.74, 'cat9');
insert into compositetest values (640, 'DieQR', 670.57, 'cat0');
insert into compositetest values (641, 'rTdzz', 83.89, 'cat1');
insert into compositetest values (642, 'ZmwYu', 197.55, 'cat2');
insert into compositetest values (643, 'EDsMl', 142.39, 'cat3');
insert into compositetest values (644, 'iVNyM', 626.35, 'cat4');
insert into compositetest values (645, 'Xnqnw', 787.75, 'cat5');
insert into compositetest values (646, 'jSHiF', 958.77, 'cat6');
insert into compositetest values (647, 'nNLxm', 15.64, 'cat7');
insert into compositetest values (648, 'ueFgk', 371.99, 'cat8');
insert into compositetest values (649, 'otDHA', 321.7, 'cat9');
insert into compositetest values (650, 'nUtjz', 76.37, 'cat0');
insert into compositetest values (651, 'zyarV', 521.19, 'cat1');
insert into compositetest values (652, 'DIscW', 436.28, 'cat2');
insert into compositetest values (653, 'trRhz', 951.62, 'cat3');
insert into compositetest values (654, 'eopVZ', 932.99, 'cat4');
insert into compositetest values (655, 'xbpRP', 63.32, 'cat5');
insert into compositetest values (656, 'AdLAU', 250.65, 'cat6');
insert into compositetest values (657, 'VItnn', 438.39, 'cat7');
insert into compositetest values (658, 'fABrx', 151.25, 'cat8');
insert into compositetest values (659, 'NNXyr', 835.41, 'cat9');
insert into compositetest values (660, 'xWqVK', 265.0, 'cat0');
insert into compositetest values (661, 'scnKn', 265.51, 'cat1');
insert into compositetest values (662, 'hAnxP', 270.75, 'cat2');
insert into compositetest values (663, 'nJCYJ', 41.66, 'cat3');
insert into compositetest values (664, 'ieZGH', 568.78, 'cat4');
insert into compositetest values (665, 'HSBKh', 667.18, 'cat5');
insert into compositetest values (666, 'RWQWa', 14.02, 'cat6');
insert into compositetest values (667, 'MhQux', 103.73, 'cat7');
insert into compositetest values (668, 'UrwVV', 441.0, 'cat8');
insert into compositetest values (669, 'wZsSA', 180.35, 'cat9');
insert into compositetest values (670, 'jwFgu', 530.55, 'cat0');
insert into compositetest values (671, 'xOfjp', 175.9, 'cat1');
insert into compositetest values (672, 'qnNrz', 58.29, 'cat2');
insert into compositetest values (673, 'SfCGo', 797.95, 'cat3');
insert into compositetest values (674, 'yFftG', 819.82, 'cat4');
insert into compositetest values (675, 'BFKoc', 144.43, 'cat5');
insert into compositetest values (676, 'mNzTG', 91.92, 'cat6');
insert into compositetest values (677, 'aGyCE', 322.01, 'cat7');
insert into compositetest values (678, 'HwEBs', 68.71, 'cat8');
insert into compositetest values (679, 'HLpgk', 570.35, 'cat9');
insert into compositetest values (680, 'YfSdn', 162.8, 'cat0');
insert into compositetest values (681, 'wnxrj', 410.78, 'cat1');
insert into compositetest values (682, 'obfAp', 896.5, 'cat2');
insert into compositetest values (683, 'tfGdt', 57.96, 'cat3');
insert into compositetest values (684, 'bAjOc', 97.27, 'cat4');
insert into compositetest values (685, 'JNids', 330.11, 'cat5');
insert into compositetest values (686, 'vAHVs', 570.6, 'cat6');
insert into compositetest values (687, 'SJbvM', 768.11, 'cat7');
insert into compositetest values (688, 'Lysxw', 123.04, 'cat8');
insert into compositetest values (689, 'nZaIN', 364.03, 'cat9');
insert into compositetest values (690, 'QViSo', 759.14, 'cat0');
insert into compositetest values (691, 'ejumI', 821.8, 'cat1');
insert into compositetest values (692, 'zfSUB', 709.83, 'cat2');
insert into compositetest values (693, 'JXSvv', 6.96, 'cat3');
insert into compositetest values (694, 'WePEf', 268.3, 'cat4');
insert into compositetest values (695, 'Zaifa', 591.34, 'cat5');
insert into compositetest values (696, 'pSNZd', 204.81, 'cat6');
